event_date,event_timestamp,event_name,user_pseudo_id,page_location,page_title,ga_session_id,session_engaged,source,medium,campaign,value_param,currency
20201101,1604188804579566,page_view,82023966.6010891291,https://shop.googlemerchandisestore.com/,Home,1090192382,,,,,,
20201101,1604188806427147,page_view,7754124.2052719725,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Bags,Bags | Lifestyle | Google Merchandise Store,3291659989,,google,cpc,<Other>,,
20201101,1604188827483279,page_view,50214262.5614106866,https://shop.googlemerchandisestore.com/Google Redesign/Lifestyle/Drinkware,Page Unavailable,9011333152,,,,,,
20201101,1604188843867564,page_view,82023966.6010891291,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery,Stationery | Google Merchandise Store,1090192382,,,,,,
20201101,1604188854567876,page_view,7659668.5428867508,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/Mens+T+Shirts,Men's T-Shirts | Apparel | Google Merchandise Store,9613106892,,google,organic,(organic),,
20201101,1604188882314163,page_view,29567946.8663048399,https://www.googlemerchandisestore.com/,Google Online Store,9050632539,,<Other>,<Other>,<Other>,,
20201101,1604188890652890,page_view,29567946.8663048399,https://shop.googlemerchandisestore.com/,Home,9050632539,,,,,,
20201101,1604188904937452,page_view,29567946.8663048399,https://shop.googlemerchandisestore.com/asearch.html,Store search results,9050632539,,,,,,
20201101,1604188908665634,page_view,78526598.2564598228,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/YouTube,YouTube | Shop by Brand | Google Merchandise Store,6390890680,,google,organic,(organic),,
20201101,1604188917119737,page_view,6809118.4045828637,https://shop.googlemerchandisestore.com/signin.html,The Google Merchandise Store - Log In,9626129200,,,,,,
20201101,1604188919499894,page_view,6809118.4045828637,https://shop.googlemerchandisestore.com/signin.html,The Google Merchandise Store - Log In,9626129200,,,,,,
20201101,1604188924892425,page_view,6809118.4045828637,https://shop.googlemerchandisestore.com/signin.html,The Google Merchandise Store - Log In,9626129200,,,,,,
20201101,1604188931014828,page_view,6809118.4045828637,https://shop.googlemerchandisestore.com/myaccount.html,The Google Merchandise Store - My Account,9626129200,,,,,,
20201101,1604188943812109,page_view,6809118.4045828637,https://shop.googlemerchandisestore.com/Google+Redesign/New,New | Google Merchandise Store,9626129200,,(data deleted),(data deleted),(data deleted),,
20201101,1604188949598559,page_view,6809118.4045828637,https://shop.googlemerchandisestore.com/,Home,9626129200,,,,,,
20201101,1604188952447440,page_view,3651965.0007308360,https://shop.googlemerchandisestore.com/Google Redesign/Lifestyle/Drinkware,Page Unavailable,8611863587,,,,,,
20201101,1604188963281377,page_view,6809118.4045828637,https://shop.googlemerchandisestore.com/myaccount.html,The Google Merchandise Store - My Account,9626129200,,,,,,
20201101,1604188971641734,page_view,6809118.4045828637,https://shop.googlemerchandisestore.com/Google+Redesign/New,New | Google Merchandise Store,9626129200,,,,,,
20201101,1604188973538653,page_view,46173767.7418972312,https://shop.googlemerchandisestore.com/,Home,5207106256,,,,,,
20201101,1604188976970682,page_view,6809118.4045828637,https://shop.googlemerchandisestore.com/myaccount.html,The Google Merchandise Store - My Account,9626129200,,,,,,
20201101,1604188988063051,page_view,46173767.7418972312,https://shop.googlemerchandisestore.com/signin.html,The Google Merchandise Store - Log In,5207106256,,shop.googlemerchandisestore.com,referral,(referral),,
20201101,1604189011736531,page_view,36571037.3962063186,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,Drinkware | Lifestyle | Google Merchandise Store,2516603404,,,,,,
20201101,1604189024834245,page_view,76920896.4940665118,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Bags,Bags | Lifestyle | Google Merchandise Store,4765351857,,,,,,
20201101,1604189104161951,page_view,45057246.0697871079,https://shop.googlemerchandisestore.com/Google Redesign/Lifestyle/Drinkware,Page Unavailable,2638608033,,,,,,
20201101,1604189109949531,page_view,6557616.5056356625,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,Drinkware | Lifestyle | Google Merchandise Store,170052745,,,,,,
20201101,1604189129549689,page_view,4411750.8677732892,https://www.googlemerchandisestore.com/,Google Online Store,2528412146,,google,organic,(organic),,
20201101,1604189190236938,page_view,3380520.8884755581,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens/Mens+T+Shirts,Men's T-Shirts | Apparel | Google Merchandise Store,6568989672,,(direct),(none),(direct),,
20201101,1604189213815158,page_view,4460214.6495180540,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Drinkware,Drinkware | Lifestyle | Google Merchandise Store,6436134567,,(direct),(none),(direct),,
20201101,1604189288290941,page_view,79171158.9201927926,https://shop.googlemerchandisestore.com/Google Redesign/Lifestyle/Drinkware,Page Unavailable,7577091915,,,,,,
20201101,1604189308597181,page_view,54188095.4206265127,https://shop.googlemerchandisestore.com/Google Redesign/Lifestyle/Drinkware,Page Unavailable,3889958296,,,,,,
20201101,1604189313365049,page_view,8637505.6837967183,https://shop.googlemerchandisestore.com/store.html,Home,5428051367,,shop.googlemerchandisestore.com,referral,(referral),,
20201101,1604189357126348,page_view,5118235.2926114054,https://shop.googlemerchandisestore.com/Google Redesign/Lifestyle/Drinkware,Page Unavailable,1112469019,,,,,,
20201101,1604189395117321,page_view,36638696.4029295753,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens,Men's / Unisex | Apparel | Google Merchandise Store,6944996097,,,,,,
20201101,1604189397389125,page_view,36884280.6831843035,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/YouTube,YouTube | Shop by Brand | Google Merchandise Store,3292351283,,(direct),(none),(direct),,
20201101,1604189409521919,page_view,36638696.4029295753,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel,Apparel | Google Merchandise Store,6944996097,,<Other>,<Other>,<Other>,,
20201101,1604189417715777,page_view,36638696.4029295753,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Kids,Kids | Apparel | Google Merchandise Store,6944996097,,<Other>,<Other>,<Other>,,
20201101,1604189422539407,page_view,36884280.6831843035,https://shop.googlemerchandisestore.com/store.html,Home,3292351283,,,,,,
20201101,1604189429150676,page_view,36884280.6831843035,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/YouTube,YouTube | Shop by Brand | Google Merchandise Store,3292351283,,,,,,
20201101,1604189433492467,page_view,8780231.4045697484,https://shop.googlemerchandisestore.com/,Home,6735763256,,(direct),(none),(direct),,
20201101,1604189465587949,page_view,67919834.9243962713,https://shop.googlemerchandisestore.com/Google Redesign/Lifestyle/Drinkware,Page Unavailable,6281798374,,,,,,
20201101,1604189482102261,page_view,36638696.4029295753,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+FC+Zip+Hoodie,Google Youth FC Zip Hoodie,6944996097,,,,,,
20201101,1604189489451814,page_view,36638696.4029295753,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Kids,Kids | Apparel | Google Merchandise Store,6944996097,,<Other>,<Other>,<Other>,,
20201101,1604189500972911,page_view,7230348.5888529928,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Bags,Bags | Lifestyle | Google Merchandise Store,7199461734,,(direct),(none),(direct),,
20201101,1604189512869505,page_view,36638696.4029295753,https://shop.googlemerchandisestore.com/store.html,Home,6944996097,,,,,,
20201101,1604189524578389,page_view,36638696.4029295753,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Infant+Charcoal+Onesie,Google Infant Charcoal Onesie,6944996097,,,,,,
20201101,1604189529753014,page_view,36638696.4029295753,https://shop.googlemerchandisestore.com/store.html,Home,6944996097,,,,,,
20201101,1604189548765828,page_view,36638696.4029295753,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Bags,Bags | Lifestyle | Google Merchandise Store,6944996097,,<Other>,<Other>,<Other>,,
20201101,1604189554634800,page_view,4484133.3083872151,https://shop.googlemerchandisestore.com/Google+Redesign/Shop+by+Brand/Android,Android | Shop by Brand | Google Merchandise Store,7466540714,,shop.googlemerchandisestore.com,referral,(referral),,
20201101,1604189563785295,page_view,36638696.4029295753,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Bags,Bags | Lifestyle | Google Merchandise Store,6944996097,,,,,,
20201101,1604189566617940,page_view,4484133.3083872151,https://shop.googlemerchandisestore.com/Google+Redesign/Clearance,Sale | Google Merchandise Store,7466540714,,shop.googlemerchandisestore.com,referral,(referral),,
20201101,1604189569756878,page_view,67219936.9464368713,https://shop.googlemerchandisestore.com/Google Redesign/Lifestyle/Drinkware,Page Unavailable,1405070392,,,,,,
20201101,1604189574106081,page_view,55447092.7105607244,https://www.googlemerchandisestore.com/,Google Online Store,8536420893,,(direct),(none),(direct),,
20201101,1604189581171096,page_view,36638696.4029295753,https://shop.googlemerchandisestore.com/basket.html,Shopping Cart,6944996097,,<Other>,<Other>,<Other>,,
20201101,1604189583747237,page_view,10331259.4577170297,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories,Accessories | Google Merchandise Store,8966694200,,google,organic,(organic),,
20201101,1604189592902915,page_view,4484133.3083872151,https://shop.googlemerchandisestore.com/store.html,Home,7466540714,,shop.googlemerchandisestore.com,referral,(referral),,
20201101,1604189602744704,page_view,4484133.3083872151,https://shop.googlemerchandisestore.com/store.html,Home,7466540714,,shop.googlemerchandisestore.com,referral,(referral),,
20201101,1604189605892920,page_view,35118927.0975497421,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Mens,Men's / Unisex | Apparel | Google Merchandise Store,4350716225,,(direct),(none),(direct),,
20201101,1604189610953910,page_view,36638696.4029295753,https://shop.googlemerchandisestore.com/basket.html,Shopping Cart,6944996097,,,,,,
